resolver_ip	country	certinfo	verification
185.228.170.181	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.206	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.88	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.214	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.237	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.17	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.197	IE	CN=*.cleanbrowsing.org	"ok"
89.89.26.37	FR	CN=cloudflare-dns.com	"ok"
185.228.171.167	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.138	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.108	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.75	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.173	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.169	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.186	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.166	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.115	IE	CN=*.cleanbrowsing.org	"ok"
195.182.0.68	UA	CN=*.cleanbrowsing.org	"ok"
76.76.1.159	US	CN=*.cleanbrowsing.org	"ok"
5.137.177.184	RU	CN=dns.google	"ok"
138.204.13.243	BZ	CN=*.safedns.com	"ok"
76.76.0.169	US	CN=*.cleanbrowsing.org	"ok"
141.84.9.217	DE	CN=resolver2.lrz.de	"unable to verify the first certificate"
185.228.169.230	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.245	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.110	IE	CN=*.cleanbrowsing.org	"ok"
94.130.59.128	DE	CN=neodym	"unable to verify the first certificate"
185.228.169.21	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.249	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.112	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.137	IE	CN=*.cleanbrowsing.org	"ok"
24.212.187.93	CA	CN=dntdns.ca	"ok"
185.228.169.12	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.14	US	CN=*.cleanbrowsing.org	"ok"
212.129.27.222	FR	CN=ns7.architux.com	"unable to verify the first certificate"
76.76.1.234	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.147	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.59	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.83	US	CN=*.cleanbrowsing.org	"ok"
45.32.238.30	NL	CN=c3po.jameshclrk.com	"ok"
76.76.1.116	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.43	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.36	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.241	IE	CN=*.cleanbrowsing.org	"ok"
46.227.202.54	GB	CN=rdns.faelix.net	"ok"
185.228.171.202	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.16	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.148	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.238	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.6	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.126	IE	CN=*.cleanbrowsing.org	"ok"
74.82.180.128	US	CN=ns1.root-dns.zone/emailAddress=root@root-dns.zone	"certificate has expired"
76.76.0.100	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.30	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.60	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.38	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.145	IE	CN=*.cleanbrowsing.org	"ok"
94.92.44.34	IT	CN=cloudflare-dns.com	"ok"
76.76.0.184	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.142	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.227	IE	CN=*.cleanbrowsing.org	"ok"
82.64.72.122	FR	CN=billaud.eu.org	"ok"
185.228.171.17	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.35	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.90	US	CN=*.cleanbrowsing.org	"ok"
144.76.76.84	DE	CN=*.datafaber.net	"ok"
185.228.171.53	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.114	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.209	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.7	US	CN=*.cleanbrowsing.org	"ok"
78.46.21.16	DE	CN=*.graz4u.at	"certificate has expired"
210.138.123.108	GB	CN=*.dns.iij.jp	"ok"
116.85.19.75	CN	CN=ns1.gongyixns.com	"ok"
185.228.170.70	IE	CN=*.cleanbrowsing.org	"ok"
198.180.150.12	US	CN=rgnet-iad.anycast.censurfridns.dk	"ok"
185.228.168.236	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.207	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.249	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.79	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.204	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.216	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.120	IE	CN=*.cleanbrowsing.org	"ok"
31.204.152.102	NL	CN=rotterdam3.perfect-privacy.com	"ok"
76.76.0.104	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.252	IE	CN=*.cleanbrowsing.org	"ok"
103.247.37.37	US	CN=dns1.dnsfilter.com	"ok"
182.68.117.133	IN	CN=cloudflare-dns.com	"ok"
76.76.0.33	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.1	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.139	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.239	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.65	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.10	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.36	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.40	US	CN=*.cleanbrowsing.org	"ok"
5.135.167.32	FR	CN=kimsufi	"self signed certificate"
185.228.170.123	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.150	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.100	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.67	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.3	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.39	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.188	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.229	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.205	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.208	IE	CN=*.cleanbrowsing.org	"ok"
159.69.119.115	DE	CN=ns.schildbach.de	"ok"
12.159.2.159	US	CN=dns-tls.qis.io	"ok"
101.251.250.182	CN	CN=*.chengfayun.com	"ok"
185.228.170.254	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.15	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.29	US	CN=*.cleanbrowsing.org	"ok"
159.69.95.173	DE	CN=selonia.sevenbyte.org	"ok"
212.164.196.123	RU	CN=dns.google	"ok"
188.166.192.81	DE	CN=Secucloud Self Signed Certificate	"self signed certificate"
76.76.0.17	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.15	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.157	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.138	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.246	IE	CN=*.cleanbrowsing.org	"ok"
179.99.136.164	BR	-	"-"
76.76.0.190	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.251	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.10	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.243	IE	CN=*.cleanbrowsing.org	"ok"
104.238.182.191	US	CN=mail03.guliyev.net	"ok"
185.228.169.125	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.182	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.97	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.132	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.161	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.122	IE	CN=*.cleanbrowsing.org	"ok"
31.204.150.121	NL	CN=rotterdam1.perfect-privacy.com	"ok"
176.169.100.122	FR	CN=cloudflare-dns.com	"ok"
185.49.141.38	NL	CN=ns1.dns-tls.net	"ok"
54.36.98.153	FR	CN=ns1.dns-tls.net	"ok"
76.76.0.14	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.170	IE	-	"ok"
76.76.0.87	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.59	IE	CN=*.cleanbrowsing.org	"ok"
5.135.143.84	FR	CN=*.cleanbrowsing.org	"ok"
76.76.0.205	US	-	"ok"
195.138.249.2	CZ	-	"ok"
194.177.21.162	RU	CN=snowpaws.de	"ok"
164.132.92.80	FR	CN=snowpaws.de	"ok"
76.76.1.115	US	CN=dns-over-tls.koppelvlak.net	"ok"
195.201.17.214	DE	CN=dns-over-tls.koppelvlak.net	"ok"
35.189.72.126	US	CN=bb-8.duckdns.org	"ok"
45.32.105.4	SG	CN=doh.tiar.app	"ok"
5.137.63.138	RU	CN=dns.google	"ok"
188.165.169.82	FR	CN=*.cleanbrowsing.org	"self signed certificate"
185.228.168.90	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.109	IE	CN=*.cleanbrowsing.org	"ok"
95.211.146.77	NL	CN=*.cleanbrowsing.org	"ok"
185.228.168.172	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.132	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.115	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.244	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.116	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.204	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.222	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.93	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.191	IE	CN=*.cleanbrowsing.org	"ok"
163.172.29.165	FR	CN=*.cleanbrowsing.org	"unable to verify the first certificate"
185.228.168.85	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.176	US	CN=*.cleanbrowsing.org	"ok"
37.48.94.1	NL	CN=*.cleanbrowsing.org	"ok"
185.228.171.209	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.26	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.233	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.95	IE	CN=*.cleanbrowsing.org	"ok"
217.14.168.72	DE	CN=ddimension.net	"ok"
185.228.170.35	IE	CN=*.cleanbrowsing.org	"ok"
27.205.158.193	CN	CN=cloudflare-dns.com	"ok"
76.76.1.8	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.135	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.164	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.82	IE	-	"ok"
76.76.0.199	US	CN=*.cleanbrowsing.org	"ok"
3.121.60.225	US	CN=dns.skygate.cc	"ok"
185.228.170.238	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.9	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.208	IE	CN=dnsovertls.sinodun.com	"ok"
145.100.185.15	NL	CN=*.cleanbrowsing.org	"ok"
76.76.1.66	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.17	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.111	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.41	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.67	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.109	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.247	IE	CN=*.cleanbrowsing.org	"ok"
46.4.229.121	DE	CN=*.waringer-atg.de	"ok"
76.76.0.86	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.9	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.71	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.146	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.157	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.38	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.217	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.225	IE	CN=*.cleanbrowsing.org	"ok"
5.137.10.122	RU	CN=dns.google	"ok"
76.76.1.178	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.126	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.81	IE	CN=ns2.nmd.so	"ok"
54.71.97.205	US	CN=ns2.nmd.so	"unable to verify the first certificate"
185.228.171.169	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.147	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.12	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.240	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.68	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.113	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.113	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.53	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.4	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.133	IE	CN=*.waringer-atg.de	"ok"
178.63.78.20	DE	CN=*.waringer-atg.de	"ok"
185.228.171.237	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.157	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.5	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.187	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.51	IE	CN=*.cleanbrowsing.org	"ok"
45.76.161.167	SG	CN=*.safedns.com	"ok"
185.228.169.203	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.91	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.50	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.229	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.6	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.12	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.88	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.227	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.4	US	CN=*.cleanbrowsing.org	"ok"
222.71.71.28	CN	CN=cloudflare-dns.com	"ok"
76.76.1.177	US	CN=*.cleanbrowsing.org	"ok"
85.109.115.197	TR	CN=cloudflare-dns.com	"ok"
